web-scraper-order,web-scraper-start-url,Links,Links-href,Name,Casts,Movie info,Ratings,Runtime,Movie stars,Director,Writers
1689703963-223,https://www.imdb.com/chart/top/?ref_=nv_mv_250,28. The Green Mile,https://www.imdb.com/title/tt0120689/?ref_=chttp_t_28,The Green Mile,Cast & crew,"A tale set on death row in a Southern jail, where gentle giant John possesses the mysterious power to heal people's ailments. When the lead guard, Paul, recognizes John's gift, he tries to help stave off the condemned man's execution.",8.6,3h 9m,,DirectorFrank Darabont,WritersStephen KingFrank Darabont
1689703980-224,https://www.imdb.com/chart/top/?ref_=nv_mv_250,27. Life Is Beautiful,https://www.imdb.com/title/tt0118799/?ref_=chttp_t_27,Life Is Beautiful,Cast & crew,"When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor and imagination to protect his son from the dangers around their camp.",8.6,1h 56m,,DirectorRoberto Benigni,WritersVincenzo CeramiRoberto Benigni
1689703995-225,https://www.imdb.com/chart/top/?ref_=nv_mv_250,26. City of God,https://www.imdb.com/title/tt0317248/?ref_=chttp_t_26,City of God,Cast & crew,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.",8.6,2h 10m,,DirectorsFernando MeirellesKátia Lund,WritersPaulo LinsBráulio Mantovani
1689704006-226,https://www.imdb.com/chart/top/?ref_=nv_mv_250,25. Interstellar,https://www.imdb.com/title/tt0816692/?ref_=chttp_t_25,Interstellar,Cast & crew,"When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans.",8.7,2h 49m,,DirectorChristopher Nolan,WritersJonathan NolanChristopher Nolan
1689704018-227,https://www.imdb.com/chart/top/?ref_=nv_mv_250,24. Saving Private Ryan,https://www.imdb.com/title/tt0120815/?ref_=chttp_t_24,Saving Private Ryan,Cast & crew,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",8.6,2h 49m,,DirectorSteven Spielberg,WriterRobert Rodat
1689704030-228,https://www.imdb.com/chart/top/?ref_=nv_mv_250,23. The Silence of the Lambs,https://www.imdb.com/title/tt0102926/?ref_=chttp_t_23,The Silence of the Lambs,Cast & crew,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",8.6,1h 58m,,DirectorJonathan Demme,WritersThomas HarrisTed Tally
1689704045-229,https://www.imdb.com/chart/top/?ref_=nv_mv_250,22. Seven Samurai,https://www.imdb.com/title/tt0047478/?ref_=chttp_t_22,Seven Samurai,Cast & crew,"Farmers from a village exploited by bandits hire a veteran samurai for protection, who gathers six other samurai to join him.",8.6,3h 27m,,DirectorAkira Kurosawa,WritersAkira KurosawaShinobu HashimotoHideo Oguni
1689704056-230,https://www.imdb.com/chart/top/?ref_=nv_mv_250,21. It's a Wonderful Life,https://www.imdb.com/title/tt0038650/?ref_=chttp_t_21,It's a Wonderful Life,Cast & crew,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,8.6,2h 10m,,DirectorFrank Capra,WritersFrances GoodrichAlbert HackettFrank Capra
1689704068-231,https://www.imdb.com/chart/top/?ref_=nv_mv_250,20. Se7en,https://www.imdb.com/title/tt0114369/?ref_=chttp_t_20,Se7en,Cast & crew,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",8.6,2h 7m,,DirectorDavid Fincher,WriterAndrew Kevin Walker
1689704079-232,https://www.imdb.com/chart/top/?ref_=nv_mv_250,19. One Flew Over the Cuckoo's Nest,https://www.imdb.com/title/tt0073486/?ref_=chttp_t_19,One Flew Over the Cuckoo's Nest,Cast & crew,"In the Fall of 1963, a Korean War veteran and criminal pleads insanity and is admitted to a mental institution, where he rallies up the scared patients against the tyrannical nurse.",8.7,2h 13m,,DirectorMilos Forman,WritersLawrence HaubenBo GoldmanKen Kesey
1689704089-233,https://www.imdb.com/chart/top/?ref_=nv_mv_250,18. Goodfellas,https://www.imdb.com/title/tt0099685/?ref_=chttp_t_18,Goodfellas,Cast & crew,"The story of Henry Hill and his life in the mafia, covering his relationship with his wife Karen and his mob partners Jimmy Conway and Tommy DeVito.",8.7,2h 25m,,DirectorMartin Scorsese,WritersNicholas PileggiMartin Scorsese
1689704099-234,https://www.imdb.com/chart/top/?ref_=nv_mv_250,17. The Matrix,https://www.imdb.com/title/tt0133093/?ref_=chttp_t_17,The Matrix,Cast & crew,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.",8.7,2h 16m,,DirectorsLana WachowskiLilly Wachowski,WritersLilly WachowskiLana Wachowski
1689704110-235,https://www.imdb.com/chart/top/?ref_=nv_mv_250,16. Star Wars: Episode V - The Empire Strikes Back,https://www.imdb.com/title/tt0080684/?ref_=chttp_t_16,Star Wars: Episode V - The Empire Strikes Back,Cast & crew,"After the Rebels are overpowered by the Empire, Luke Skywalker begins his Jedi training with Yoda, while his friends are pursued across the galaxy by Darth Vader and bounty hunter Boba Fett.",8.7,2h 4m,,DirectorIrvin Kershner,WritersLeigh BrackettLawrence KasdanGeorge Lucas
1689704132-236,https://www.imdb.com/chart/top/?ref_=nv_mv_250,15. Inception,https://www.imdb.com/title/tt1375666/?ref_=chttp_t_15,Inception,Cast & crew,"A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.",8.8,2h 28m,,DirectorChristopher Nolan,WriterChristopher Nolan
1689704142-237,https://www.imdb.com/chart/top/?ref_=nv_mv_250,14. Spider-Man: Across the Spider-Verse,https://www.imdb.com/title/tt9362722/?ref_=chttp_t_14,Spider-Man: Across the Spider-Verse,Cast & crew,"Miles Morales catapults across the Multiverse, where he encounters a team of Spider-People charged with protecting its very existence. When the heroes clash on how to handle a new threat, Miles must redefine what it means to be a hero.",8.9,2h 20m,,DirectorsJoaquim Dos SantosKemp PowersJustin K. Thompson,WritersPhil LordChristopher MillerDave Callaham
1689704154-238,https://www.imdb.com/chart/top/?ref_=nv_mv_250,13. The Lord of the Rings: The Two Towers,https://www.imdb.com/title/tt0167261/?ref_=chttp_t_13,The Lord of the Rings: The Two Towers,Cast & crew,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",8.8,2h 59m,,DirectorPeter Jackson,WritersJ.R.R. TolkienFran WalshPhilippa Boyens
1689704171-239,https://www.imdb.com/chart/top/?ref_=nv_mv_250,12. Fight Club,https://www.imdb.com/title/tt0137523/?ref_=chttp_t_12,Fight Club,Cast & crew,An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.,8.8,2h 19m,,DirectorDavid Fincher,WritersChuck PalahniukJim Uhls
1689704182-240,https://www.imdb.com/chart/top/?ref_=nv_mv_250,11. Forrest Gump,https://www.imdb.com/title/tt0109830/?ref_=chttp_t_11,Forrest Gump,Cast & crew,"The history of the United States from the 1950s to the '70s unfolds from the perspective of an Alabama man with an IQ of 75, who yearns to be reunited with his childhood sweetheart.",8.8,2h 22m,,DirectorRobert Zemeckis,WritersWinston GroomEric Roth
1689704201-241,https://www.imdb.com/chart/top/?ref_=nv_mv_250,"10. The Good, the Bad and the Ugly",https://www.imdb.com/title/tt0060196/?ref_=chttp_t_10,"The Good, the Bad and the Ugly",Cast & crew,A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.,8.8,2h 58m,,DirectorSergio Leone,WritersLuciano VincenzoniSergio LeoneAgenore Incrocci
1689704214-242,https://www.imdb.com/chart/top/?ref_=nv_mv_250,9. The Lord of the Rings: The Fellowship of the Ring,https://www.imdb.com/title/tt0120737/?ref_=chttp_t_9,The Lord of the Rings: The Fellowship of the Ring,Cast & crew,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,8.8,2h 58m,,DirectorPeter Jackson,WritersJ.R.R. TolkienFran WalshPhilippa Boyens
1689704225-243,https://www.imdb.com/chart/top/?ref_=nv_mv_250,8. Pulp Fiction,https://www.imdb.com/title/tt0110912/?ref_=chttp_t_8,Pulp Fiction,Cast & crew,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",8.9,2h 34m,,DirectorQuentin Tarantino,WritersQuentin TarantinoRoger Avary
1689704236-244,https://www.imdb.com/chart/top/?ref_=nv_mv_250,7. The Lord of the Rings: The Return of the King,https://www.imdb.com/title/tt0167260/?ref_=chttp_t_7,The Lord of the Rings: The Return of the King,Cast & crew,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,9,3h 21m,,DirectorPeter Jackson,WritersJ.R.R. TolkienFran WalshPhilippa Boyens
1689704248-245,https://www.imdb.com/chart/top/?ref_=nv_mv_250,6. Schindler's List,https://www.imdb.com/title/tt0108052/?ref_=chttp_t_6,Schindler's List,Cast & crew,"In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.",9,3h 15m,,DirectorSteven Spielberg,WritersThomas KeneallySteven Zaillian
1689704260-246,https://www.imdb.com/chart/top/?ref_=nv_mv_250,5. 12 Angry Men,https://www.imdb.com/title/tt0050083/?ref_=chttp_t_5,12 Angry Men,Cast & crew,The jury in a New York City murder trial is frustrated by a single member whose skeptical caution forces them to more carefully consider the evidence before jumping to a hasty verdict.,9,1h 36m,,DirectorSidney Lumet,WriterReginald Rose
1689704270-247,https://www.imdb.com/chart/top/?ref_=nv_mv_250,4. The Godfather Part II,https://www.imdb.com/title/tt0071562/?ref_=chttp_t_4,The Godfather Part II,Cast & crew,"The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",9,3h 22m,,DirectorFrancis Ford Coppola,WritersFrancis Ford CoppolaMario Puzo
1689704284-248,https://www.imdb.com/chart/top/?ref_=nv_mv_250,3. The Dark Knight,https://www.imdb.com/title/tt0468569/?ref_=chttp_t_3,The Dark Knight,Cast & crew,"When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice.",9,2h 32m,,DirectorChristopher Nolan,WritersJonathan NolanChristopher NolanDavid S. Goyer
1689704296-249,https://www.imdb.com/chart/top/?ref_=nv_mv_250,2. The Godfather,https://www.imdb.com/title/tt0068646/?ref_=chttp_t_2,The Godfather,Cast & crew,"Don Vito Corleone, head of a mafia family, decides to hand over his empire to his youngest son Michael. However, his decision unintentionally puts the lives of his loved ones in grave danger.",9.2,2h 55m,,DirectorFrancis Ford Coppola,WritersMario PuzoFrancis Ford Coppola
1689704307-250,https://www.imdb.com/chart/top/?ref_=nv_mv_250,1. The Shawshank Redemption,https://www.imdb.com/title/tt0111161/?ref_=chttp_t_1,The Shawshank Redemption,Cast & crew,"Over the course of several years, two convicts form a friendship, seeking consolation and, eventually, redemption through basic compassion.",9.3,2h 22m,,DirectorFrank Darabont,WritersStephen KingFrank Darabont
